"","City","State","MeanRankingbyCity","GEOID","UATYPE","LAT","LON","TotalAssets","NumBanks","AvgRating","Banks","cdfi_amt","NumCDFIs","CDFIs"
"5340","MULLICA HILL","NJ",2,NA,"",39.715857,-75.235017,87786,1,2,"THE FARMERS NATIONAL BANK",NA,NA,NA
"5341","MULLINS","SC",2,60598,"C",34.203902,-79.260384,659221,1,2,"ANDERSON BROTHERS BANK",NA,NA,NA
"5342","MULLINVILLE","KS",2,NA,"",37.58613,-99.47567,9000,1,2,"FIRST STATE BANK",NA,NA,NA
"5343","MULVANE","KS",2,NA,"",37.47446,-97.24393,179650,2,2,"THE MULVANE STATE BANK, CARSON BANK",NA,NA,NA
"5344","MUNCIE","IN",1.956521739,60625,"U",40.197161,-85.403847,16136321,3,2,"MUNCIE FEDERAL SAVINGS BANK, FIRST MERCHANTS BANK, NATIONAL ASSOCIATION, FIRST MERCHANTS BANK",NA,NA,NA
"5345","MUNCY","PA",2,60652,"C",41.216855,-76.771832,344111,1,2,"THE MUNCY BANK AND TRUST COMPANY",NA,NA,NA
"5346","MUNDAY","TX",2,NA,"",33.495136,-99.642309,93456,2,2,"FNB OF MUNDAY, FIRST NATIONAL BANK IN MUNDAY",NA,NA,NA
"5347","MUNDELEIN","IL",1.8,NA,"",42.252523,-88.027327,210528,3,1.33333333333333,"HAWTHORN BANK, NEW CENTURY BANK, FIRST COLONIAL BANK/MUNDELEIN",NA,NA,NA
"5348","MUNDEN","KS",1.833333333,NA,"",39.91389,-97.5381,33833,2,1.5,"THE MUNDEN STATE BANK, NATIONAL FAMILY BANK",NA,NA,NA
"5349","MUNFORD","TN",2,NA,"",35.44925,-89.81508,113830,1,2,"THE MUNFORD UNION BANK",NA,NA,NA
"5350","MUNFORDVILLE","KY",2.125,NA,"",37.29204,-85.914004,32417,1,2,"HART COUNTY BANK AND TRUST COMPANY",56000,1,"Hart County Bank and Trust Company"
"5351","MUNICH","ND",2,NA,"",48.66937,-98.835465,215611,2,2,"THE FIRST STATE BANK OF MUNICH, HORIZON FINANCIAL BANK",NA,NA,NA
"5352","MUNISING","MI",1.857142857,60684,"C",46.380213,-86.659083,113922,1,2,"PEOPLES STATE BANK OF MUNISING",NA,NA,NA
"5353","MUNITH","MI",1.714285714,NA,"",42.360385,-84.233087,63669,1,2,"FARMERS STATE BANK OF MUNITH",NA,NA,NA
"5354","MUNSTER","IN",2,NA,"",41.550535,-87.502585,1319863,2,2,"PEOPLES BANK, CITIZENS FINANCIAL BANK",NA,NA,NA
"5355","MURDOCK","FL",2,NA,"",26.901981,-82.000005,132454,2,2,"MURDOCK FLORIDA BANK, MURDOCK FLORIDA BANK",NA,NA,NA
"5356","MURDOCK","MN",1.875,NA,"",45.22385,-95.39336,10690,1,2,"FIRST STATE BANK OF MURDOCK",NA,NA,NA
"5357","MURDOCK","NE",2,NA,"",40.907906,-96.268221,25856,1,2,"CORN GROWERS STATE BANK",NA,NA,NA
"5358","MURFREESBORO","AR",1.888888889,NA,"",34.06233,-93.6899,895788,3,2,"PIKE COUNTY BANK, DIAMOND STATE BANK, DIAMOND BANK",NA,NA,NA
"5359","MURFREESBORO","TN",1.933333333,60733,"U",35.848239,-86.406025,638621,3,2,"RUTHERFORD BANK AND TRUST, MIDSOUTH BK, CAVALRY BANKING",NA,NA,NA
"5360","MURPHY","NC",2,NA,"",35.131159,-84.038776,1639870,3,2,"CITIZENS BANK, CAROLINA COMMUNITY BANK, UNITED COMMUNITY BANK",NA,NA,NA
"5361","MURPHYSBORO","IL",2,60760,"C",37.777359,-89.333686,165874,2,2,"THE FIRST BANK AND TRUST COMPANY OF MURPHYSBORO, THE CITY NATIONAL BANK",NA,NA,NA
"5362","MURRAY","KY",1.846153846,60787,"C",36.608658,-88.325636,413487,3,1.66666666666667,"UNITED COMMONWEALTH BANK, FSB, PEOPLES BANK OF MURRAY, KY., BANK OF MURRAY",NA,NA,NA
"5363","MURRAY","NE",1.875,NA,"",40.90767,-95.949383,43226,1,2,"THE MURRAY STATE BANK",NA,NA,NA
"5364","MURRAY","UT",2.222222222,NA,"",40.666892,-111.887991,6543497,2,2.5,"UNITED BANK, SALLIE MAE BANK",NA,NA,NA
"5365","MURRIETA","CA",2,60799,"U",33.637983,-117.230263,51631,1,2,"COMMERCE BANK OF TEMECULA VALLEY",NA,NA,NA
"5366","MURRYSVILLE","PA",2,NA,"",40.4284,-79.69754,970004,1,2,"STANDARD BANK, PASB",NA,NA,NA
"5367","MUSCATINE","IA",1.818181818,60814,"C",41.427982,-91.062586,765880,3,2,"COMMUNITY BANK OF MUSCATINE, FIRST NATIONAL BANK OF MUSCATINE, CENTRAL ST BK",NA,NA,NA
"5368","MUSCLE SHOALS","AL",2,NA,"",34.768526,-87.562802,467381,1,2,"FIRST METRO BANK",NA,NA,NA
"5369","MUSKEGON","MI",1.846153846,60841,"U",43.165623,-86.212952,641444,3,1.66666666666667,"MUSKEGON COMMERCE BANK, AMERIBANK FEDERAL SAVINGS BANK, FMB-LUMBERMAN'S BANK",NA,NA,NA
"5370","MUSKOGEE","OK",1.941176471,60868,"C",35.752077,-95.351003,1152025,2,2,"COMMERCIAL BANK AND TRUST COMPANY, ARMSTRONG BANK",NA,NA,NA
"5371","MUSTANG","OK",2,NA,"",35.390376,-97.759874,25316,1,2,"THE FIRST MUSTANG STATE BANK",NA,NA,NA
"5372","MYERSVILLE","MD",2,NA,"",39.550036,-77.556275,62000,1,2,"MYERSVILLE BANK",NA,NA,NA
"5373","MYRTLE BEACH","SC",1.904761905,60895,"U",33.758783,-78.849908,1487734,1,2,"COASTAL FEDERAL BANK",NA,NA,NA
"5374","MYSTIC","CT",2,NA,"",41.35742,-71.95497,70000,1,2,"THE BANK OF MYSTIC",NA,NA,NA
"5375","N. LITTLE ROCK","AR",2,NA,"",34.746905,-92.280049,113814,1,2,"NATIONAL BANK OF ARKANSAS",NA,NA,NA
"5376","NACOGDOCHES","TX",1.941176471,60949,"C",31.611686,-94.654803,1095677,4,2,"THE STONE FORT NATIONAL BANK, FREDONIA STATE BANK, COMMERCIAL BANK OF TEXAS, N.A., COMMERCIAL BANK OF TEXAS, NA",NA,NA,NA
"5377","NAMPA","ID",1.777777778,60976,"U",43.615843,-116.610339,1802511,2,1.5,"HOME FEDERAL BANK, HOME FEDERAL BANK",NA,NA,NA
"5378","NANTUCKET","MA",1.8,61003,"C",41.264239,-70.090154,495826,2,2,"PACIFIC NATIONAL BANK, NANTUCKET BANK",NA,NA,NA
"5379","NANUET","NY",2,NA,"",41.097716,-74.010934,2382550,1,2,"UNION STATE BANK",NA,NA,NA
"5380","NAPA","CA",2,61057,"U",38.295818,-122.290782,926015,3,2,"NAPA NATIONAL BANK, NAPA VALLEY BANK, VINTAGE BK",NA,NA,NA
"5381","NAPERVILLE","IL",1.80952381,NA,"",41.759029,-88.152381,1814187,2,2,"HARRIS BANK NAPERVILLE, REGENCY SAVINGS BANK, A FSB",1945625.13,1,"Mutual Bank"
"5382","NAPLES","Fl",2,NA,"",26.032137,-81.761821,40720,1,2,"PELICAN NATIONAL BANK",NA,NA,NA
"5383","NAPLES","FL",1.979591837,NA,"",26.032137,-81.761821,1405036,1,2,"ENCORE BANK",NA,NA,NA
"5384","NAPLES","TX",2,NA,"",33.164839,-94.686156,133746,2,2,"MORRIS COUNTY NATIONAL BANK, THE MORRIS COUNTY NATIONAL BANK OF NAPLES",NA,NA,NA
"5385","NAPOLEON","IN",2,NA,"",39.204833,-85.326962,201348,1,2,"THE NAPOLEON STATE BANK",NA,NA,NA
"5386","NAPOLEON","MO",2,NA,"",39.1314,-94.07078,35060,1,2,"NAPOLEON BANK",NA,NA,NA
"5387","NAPOLEON","ND",2,NA,"",46.464858,-99.65682,58131,1,2,"STOCK GROWERS BANK",NA,NA,NA
"5388","NAPOLEON","OH",2,61084,"C",41.396114,-84.126404,246976,1,2,"THE HENRY COUNTY BANK",NA,NA,NA
"5389","NAPOLEONVILLE","LA",2,NA,"",29.908353,-91.064291,105000,1,2,"ASSUMPTION BANK AND TRUST COMPANY",NA,NA,NA
"5390","NARBERTH","PA",2.142857143,NA,"",40.020911,-75.259975,1644843,2,2,"ROYAL BANK AMERICA, ROYAL BANK OF PENNSYLVANIA",NA,NA,NA
"5391","NARRAGANSETT","RI",2,NA,"",41.377185,-71.497793,54393,1,2,"PIERBANK",NA,NA,NA
"5392","NASH","OK",2,NA,"",36.664875,-98.0517,24253,2,2,"THE FIRST NATIONAL BANK/NASH, THE FIRST NATIONAL BANK OF NASH",NA,NA,NA
"5393","NASHUA","IA",2,NA,"",42.985096,-92.475463,77811,2,2,"FIRST STATE BANK, FIRST NASHUA STATE BANK",NA,NA,NA
"5394","NASHUA","NH",1.8,61165,"U",42.820934,-71.440786,603322,2,2,"THE NASHUA BANK, BAYBANK FSB",NA,NA,NA
"5395","NASHVILLE","AR",2,61192,"C",33.940885,-93.851669,179681,3,2,"CITIZENS NATIONAL BANK OF NASHVILLE, THE FIRST NATIONAL BANK OF NASHVILLE, FIRST NATIONAL BANK OF NASHVILLE",NA,NA,NA
"5396","NASHVILLE","GA",1.909090909,61219,"C",31.20447,-83.247063,318545,2,2,"THE UNITED BANKING COMPANY, THE CITIZENS BANK",NA,NA,NA
"5397","NASHVILLE","IL",1.923076923,61246,"C",38.341635,-89.384152,341835,4,1.75,"NASHVILLE SAVINGS BANK, FARMERS & MERCHANTS NATIONAL BANK, FARMERS AND MERCHANTS NATIONAL BANK, THE FARMERS AND MERCHANTS NATIONAL BANK OF NASHVILLE",NA,NA,NA
"5398","NASHVILLE","TN",1.959459459,NA,"",36.165688,-86.778098,33250634,3,1.66666666666667,"FIDELITY FEDERAL BANK, A FSB, FIRST AMERICAN NATIONAL BANK, PINNACLE BANK",28726281,12,"Affordable Housing Resources, Inc., Capital Bank and Trust Company, Citizens Savings Bank and Trust Company, Nashville Greater Area BusinessLINC Coalition, Inc., Pinnacle Community Development, Inc., Pinnacle Financial Partners, Inc., Southeast Community Capital Corporation DBA Pathway Lending, The Bank of Nashville, The Housing Fund, Inc., United South and Eastern Tribes, Inc., US Community Credit Union, USET Community Development Financial Institution"
"5399","NASHWAUK","MN",1.888888889,NA,"",47.441216,-93.243688,700531,2,2,"THE AMERICAN BANK OF NASHWAUK, AMERICAN BANK OF THE NORTH",NA,NA,NA
"5400","NATCHEZ","MS",1.8125,61327,"C",31.559012,-91.404613,661609,3,2,"NATCHEZ FIRST FEDERAL SAVINGS BANK, UNITED MISSISSIPPI BANK, BRITTON & KOONTZ FIRST NATIONAL BANK",939462,1,"United Mississippi Bank"
"5401","NATCHITOCHES","LA",1.857142857,61354,"C",31.754426,-93.083408,384604,2,2,"EXCHANGE BANK AND TRUST COMPANY, NATCHITOCHES, LOUISIANA, CITY BANK & TRUST CO.",4725863,3,"BOM Bank, Engage Federal Credit Union, Grant Bancshares, Inc."
"5402","NATICK","MA",1.6,NA,"",42.28343,-71.3495,4146244,2,1.5,"NATICK FEDERAL SAVINGS BANK, MIDDLESEX SAVINGS BANK",NA,NA,NA
"5403","NATOMA","KS",2,NA,"",39.227878,-98.945419,156321,2,2,"UNITED NATIONAL BANK, SOUTHWIND BANK",NA,NA,NA
"5404","NATURITA","CO",2,NA,"",38.21832,-108.5687,8000,1,2,"THE MONTROSE COUNTY BANK",NA,NA,NA
"5405","NAUGATUCK","CT",1.944444444,NA,"",41.491016,-73.052965,2264025,4,2,"NAUGATUCK VALLEY S & LA, INC., NAUGATUCK VALLEY SAVINGS AND LOAN, NAUGATUCK SAVINGS BANK, ION BANK",NA,NA,NA
"5406","NAUGATUCK","WV",2,NA,"",37.743063,-82.10801,96607,1,2,"BANK OF MINGO",NA,NA,NA
"5407","NAUVOO","IL",2,NA,"",40.55004,-91.38487,30510,1,2,"STATE BANK OF NAUVOO",NA,NA,NA
"5408","NAVARRE","MN",2,NA,"",45.015914,-93.47188,64164,1,2,"FIRST NATIONAL BANK OF THE LAKES",NA,NA,NA
"5409","NAVARRE","OH",2,NA,"",40.708566,-81.535805,58000,1,2,"THE NAVARRE DEPOSIT BANK COMPANY",NA,NA,NA
"5410","NAVASOTA","TX",2,61381,"C",30.363561,-96.083775,106989,3,2,"THE SECURITY STATE BANK, BANK OF NAVASOTA, N.A., THE BANK OF NAVASOTA, N.A.",NA,NA,NA
"5411","NAZARETH","PA",1.75,NA,"",40.74038,-75.30962,703827,2,1.5,"NAZARETH NATIONAL BANK, NAZARETH NATIONAL BANK AND TRUST COMPANY",NA,NA,NA
"5412","NEBRASKA CITY","NE",1.764705882,61408,"C",40.675624,-95.860015,441562,3,2,"FARMERS BANK AND TRUST COMPANY, AMERICAN NATIONAL BANK, ARBOR BANK",NA,NA,NA
"5413","NECEDAH","WI",1.857142857,NA,"",44.022637,-90.130552,48703,1,2,"THE NECEDAH BANK",NA,NA,NA
"5414","NEDERLAND","CO",2,NA,"",39.96138,-105.51083,117238,1,2,"PEAK NATIONAL BANK",NA,NA,NA
"5415","NEEDHAM","MA",2.25,NA,"",42.180048,-71.08923,1868814,2,3,"THE NEEDHAM CO-OPERATIVE BANK, NEEDHAM BK",NA,NA,NA
"5416","NEEDVILLE","TX",2,61462,"C",29.394952,-95.838154,13000,1,2,"THE FIRST STATE BANK",NA,NA,NA
"5417","NEENAH","WI",1.666666667,NA,"",44.182337,-88.527574,1596883,4,1.5,"THE FIRST NATIONAL - FOX VALLEY, ASSOCIATED BANK, NA, ASSOCIATED BANK, N.A., ASSOCIATED BANK, N.A.",NA,NA,NA
"5418","NEFFS","PA",2,NA,"",40.696738,-75.611647,294012,1,2,"THE NEFFS NATIONAL BANK",NA,NA,NA
"5419","NEGAUNEE","MI",1.8,NA,"",46.4991,-87.6118,298833,2,2,"FIRST NATIONAL BANK OF NEGAUNEE, RANGE BANK, NATIONAL ASSOCIATION",NA,NA,NA
"5420","NEHAWKA","NE",1.857142857,NA,"",40.856763,-96.015428,17101,1,2,"THE NEHAWKA BANK",NA,NA,NA
"5421","NEILLSVILLE","WI",1.333333333,NA,"",44.688149,-90.669407,99387,2,1.5,"M&I NATIONAL BANK OF NEILLSVILLE, MID-WISCONSIN NEILLSVILLE BANK",NA,NA,NA
"5422","NEKOOSA","WI",2,NA,"",44.299968,-89.920843,204157,1,2,"NEKOOSA PORT EDWARDS STATE BANK",NA,NA,NA
"5423","NELIGH","NE",2,NA,"",42.12862,-98.02979,353931,3,2,"FIRST UNITED BANK, PINNACLE BK, FIRST UNITED BK",NA,NA,NA
"5424","NELSON","NE",1.857142857,NA,"",40.20105,-98.068371,39317,1,2,"COMMERCIAL BANK",NA,NA,NA
"5425","NELSONVILLE","OH",1.909090909,61489,"C",39.460172,-82.221368,108430,4,1.75,"NELSONVILLE H & SA, NELSONVILLE HOME AND SAVINGS, FIRST NATIONAL BANK OF NELSONVILLE, THE FIRST NATIONAL BANK OF NELSONVILLE",735000,2,"Appalachian Development Federal Credit Union, Appalachian Growth Capital LLC"
"5426","NEODESHA","KS",1.727272727,61516,"C",37.425454,-95.684282,146400,3,1.66666666666667,"THE NEODESHA S&LA, FSA, FIRST NEODESHA BANK, NEODESHA, KANSAS, FIRST NEODESHA BK",NA,NA,NA
"5427","NEOLA","IA",2.125,NA,"",41.390749,-95.583086,59890,1,2,"FARMERS AND MERCHANTS STATE BANK OF NEOLA, IOWA",NA,NA,NA
"5428","NEOSHO","MO",2,61543,"C",36.857375,-94.378464,316135,2,2,"BOULEVARD BANK, COMMUNITY B&TC",NA,NA,NA
"5429","NEPONSET","IL",2,NA,"",41.338444,-89.796313,8616,1,2,"THE WHAPLES AND FARMERS STATE BANK",NA,NA,NA
"5430","NERSTRAND","MN",2.25,NA,"",44.34191,-93.06799,205631,1,2,"BANK WINDSOR",NA,NA,NA
"5431","NESHKORO","WI",2,NA,"",43.922097,-89.310982,73723,2,2,"FARMERS EXCHANGE BANK OF NESHKORO, FARMERS EXCHANGE BANK",NA,NA,NA
"5432","NESQUEHONING","PA",2,NA,"",40.86453,-75.81103,32378,1,2,"NESQUEHONING SAVINGS BANK",NA,NA,NA
"5433","NESS CITY","KS",2,NA,"",38.455316,-99.905723,56642,1,2,"FIRST ST BK",NA,NA,NA
"5434","NEVADA","IA",2,61597,"C",42.016121,-93.453302,156206,1,2,"STATE BANK & TRUST CO.",NA,NA,NA
"5435","NEVADA","MO",1.95,61624,"C",37.838701,-94.357269,194273,3,2,"FIRST NATIONAL BANK OF NEVADA, MISSOURI, METZ BANKING COMPANY, THE FIRST NATIONAL BANK OF NEVADA, MISSOURI",NA,NA,NA
"5436","NEVADA CITY","CA",2,NA,"",39.299606,-120.887965,514721,2,2,"CITIZENS BANK OF NEVADA COUNTY, CITIZENS BANK OF NORTHERN CALIFORNIA",NA,NA,NA
"5437","NEW ALBANY","IN",1.818181818,NA,"",38.293355,-85.837911,2086221,3,2,"COMMUNITY BANK OF SOUTHERN INDIANA, CITIZENS FIDELITY BANK AND TRUST COMPANY INDIANA, YOUR COMMUNITY BANK",3036294,2,"CBSI Development Fund, Inc., Your Community Bank"
"5438","NEW ALBANY","MS",2,61651,"C",34.496911,-89.028819,1152914,4,2,"FIRST NATIONAL BANK OF NEW ALBANY, UNION PLANTERS BANK OF NE MISSISSIPPI, N.A., BANK OF NEW ALBANY, BNA BANK",939462,1,"BNA Bank"
"5439","NEW ALBIN","IA",2,NA,"",43.457526,-91.354022,189029,1,2,"NEW ALBIN SAVINGS BANK",NA,NA,NA
"5440","NEW ATHENS","IL",2,NA,"",38.30799,-89.921695,69000,1,2,"UNITED ILLINOIS BANK OF NEW ATHENS",NA,NA,NA
"5441","NEW AUBURN","WI",2,NA,"",45.20413,-91.55822,73433,1,2,"SECURITY BANK",NA,NA,NA
"5442","NEW AUGUSTA","MS",2.333333333,NA,"",31.2024,-89.03477,32647,1,2,"PERRY COUNTY BANK",NA,NA,NA
"5443","NEW BADEN","IL",1.888888889,61759,"C",38.538435,-89.696673,387885,1,2,"FIRST COUNTY BANK",NA,NA,NA
"5444","NEW BALTIMORE","MI",2.166666667,NA,"",42.67424,-82.773842,169915,1,2,"CITIZENS STATE BANK",NA,NA,NA
"5445","NEW BEDFORD","MA",1.636363636,61786,"U",41.673929,-70.937061,3283891,2,2,"LUZO COMMUNITY BANK, COMPASS BANK FOR SAVINGS",37405,1,"New Bedford Economic Development Council, Inc."
"5446","NEW BERLIN","IL",1.875,NA,"",39.768067,-89.854952,175025,1,2,"WARREN-BOYNTON STATE BANK",NA,NA,NA
"5447","NEW BERN","NC",2,61840,"U",35.070216,-77.050473,19000,1,2,"NEW EAST BANK OF NEW BERN",39000,1,"Neuse River Development Ventures Inc"
"5448","NEW BETHLEHEM","PA",2,NA,"",41.00173,-79.33143,112000,1,2,"NEW BETHLEHEM BANK",NA,NA,NA
"5449","NEW BOSTON","TX",2,61921,"C",33.463558,-94.424873,350042,2,2,"FNB OF NEW BOSTON, CENTURY BANK, N.A.",NA,NA,NA
"5450","NEW BRAUNFELS","TX",2,NA,"",29.696878,-98.070726,431797,3,2,"NORWEST BK TX NEW BRAUNFELS, TEXAS COMMERCE BANK-NEW BRAUNFELS, FIRST STATE BANK",NA,NA,NA
"5451","NEW BREMEN","OH",2,61975,"C",40.396653,-84.375259,255811,1,2,"FIRST NATIONAL BANK IN NEW BREMEN",NA,NA,NA
"5452","NEW BRITAIN","CT",1.769230769,NA,"",41.666049,-72.778391,1734714,2,1.5,"THE FEDERAL SAVINGS BANK, AMERICAN SAVINGS BANK",50000,1,"Neighborhood Housing Services of New Britain, Inc."
"5453","NEW BRUNSWICK","NJ",1.952380952,NA,"",40.486754,-74.444395,1651929,3,1.33333333333333,"MAGYAR SAVINGS BANK, MAGYAR BANK, NEW BRUNSWICK SAVINGS BANK",269652306,1,"Community Loan Fund of New Jersey, Inc."
"5454","NEW BUFFALO","MI",1.615384615,NA,"",41.79273,-86.746022,141564,2,1.5,"ALLIANCE BANKING COMPANY, NEW BUFFALO SAVINGS BANK, A FSB",NA,NA,NA
"5455","NEW CAMBRIA","MO",2,NA,"",39.779466,-92.757639,33757,1,2,"BANK OF NEW CAMBRIA",NA,NA,NA
"5456","NEW CANAAN","CT",2,NA,"",41.162209,-73.501267,1996263,2,2,"NEW CANAAN BANK AND TRUST COMPANY, BANKWELL BANK",NA,NA,NA
"5457","NEW CARLISLE","OH",2,NA,"",39.959249,-83.986855,105095,1,2,"NEW CARLISLE FEDERAL SAVINGS BANK",NA,NA,NA
"5458","NEW CASTLE","DE",2,NA,"",39.592895,-75.651466,5938286,2,2,"WHIRLPOOL FINANCIAL NATIONAL BANK, CITIBANK (DELAWARE)",NA,NA,NA
"5459","NEW CASTLE","IN",1.95,62137,"C",39.924639,-85.374501,723712,3,2,"STAR FINANCIAL BANK, NEW CASTLE, INDIANA, AMERIANA BANK & TRUST OF INDIANA, CITIZENS STATE BANK OF NEW CASTLE, INDIANA",NA,NA,NA
"5460","NEW CASTLE","KY",2,NA,"",38.4334,-85.16968,64000,1,2,"UNITED CITIZENS BANK & TRUST COMPANY",NA,NA,NA
"5461","NEW CASTLE","PA",1.8,62164,"C",40.994128,-80.340103,1404147,2,2,"FIRST FSB OF NEW CASTLE, FIRST WESTERN BANK, N.A.",NA,NA,NA
"5462","NEW CASTLE","VA",1,NA,"",37.498957,-80.138591,54300,1,1,"FARMERS & MRCH BK OF CRAIG CTY",NA,NA,NA
"5463","NEW FAIRFIELD","CT",2,NA,"",41.486689,-73.491042,57000,1,2,"CANDLEWOOD BANK AND TRUST COMPANY",NA,NA,NA
"5464","NEW GLARUS","WI",1.75,NA,"",42.816273,-89.651287,253032,1,2,"THE BANK OF NEW GLARUS",NA,NA,NA
"5465","NEW HAMPTON","IA",1.909090909,62380,"C",43.060214,-92.316563,555414,3,2,"FIRST NATIONAL BANK IN NEW HAMPTON, STATE BANK OF LAWLER, STATE B&TC",NA,NA,NA
"5466","NEW HAVEN","CT",1.6875,62407,"U",41.335968,-72.521823,8889439,2,1.5,"THE NEW HAVEN SAVINGS BANK, NEWALLIANCE BANK",5191474,3,"Greater New Haven Community Loan Fund, Inc., New Haven Bank, New Haven HomeOwnership Center, Inc."
"5467","NEW HAVEN","MO",1.8,NA,"",38.558487,-91.247283,237013,2,2,"CITIZENS BK, CITIZENS BANK",NA,NA,NA
"5468","NEW HOLLAND","OH",2,NA,"",39.56981,-83.21419,36118,1,2,"THE FIRST NATIONAL BANK OF NEW HOLLAND",NA,NA,NA
"5469","NEW HOLSTEIN","WI",2,44884,"C",43.931146,-88.059246,50000,1,2,"M&I NEW HOLSTEIN BANK",NA,NA,NA
"5470","NEW HOPE","MN",2,NA,"",45.03802,-93.386619,63000,1,2,"MARQUETTE BANK NEW HOPE",NA,NA,NA
"5471","NEW HYDE PARK","NY",2,NA,"",40.729351,-73.682824,1379782,1,2,"STATE BANK OF LONG ISLAND",NA,NA,NA
"5472","NEW IBERIA","LA",1.857142857,NA,"",29.949527,-91.832747,2022549,3,2,"THE NEW IBERIA BANK, IBERIA SAVINGS BANK, IBERIABANK",697107,1,"Southern Mutual Financial Services, Inc."
"5473","NEW LEIPZIG","ND",2,NA,"",46.382285,-101.961907,15000,1,2,"FIRST STATE BANK, NEW LEIPZIG, N. D.",NA,NA,NA
"5474","NEW LENOX","IL",2.333333333,NA,"",41.510802,-87.961808,303268,2,2,"SOUTHWEST FINANCIAL BANK AND TRUST COMPANY, LINCOLNWAY COMMUNITY BANK",NA,NA,NA
"5475","NEW LEXINGTON","OH",2,62488,"C",39.716784,-82.20666,184617,2,2,"PEOPLES NATIONAL BANK, THE PEOPLES NATIONAL BANK OF NEW LEXINGTON",NA,NA,NA
"5476","NEW LIBERTY","KY",1.5,NA,"",38.627652,-84.87562,17675,1,2,"CITIZENS BANK",6000,1,"Citizens Bank"
"5477","NEW LISBON","WI",2,NA,"",43.911145,-90.165918,46000,1,2,"M&I COMMUNITY FIRST BANK",NA,NA,NA
"5478","NEW LONDON","CT",1.666666667,64135,"U",41.397068,-72.071217,3361507,2,1.5,"FIRST NEW LONDON S & LA INC, CITIZENS BANK OF CONNECTICUT",38500,1,"Citizens Bank of Connecticut"
"5479","NEW LONDON","IA",2,NA,"",40.92781,-91.39738,134264,1,2,"DANVILLE STATE SAVINGS BANK",NA,NA,NA
"5480","NEW LONDON","MN",1.875,62505,"C",45.243528,-94.940025,155406,3,1.33333333333333,"FIRST STATE BANK OF NEW LONDON, FARMERS' STATE BANK OF NEW LONDON, LAKE REGION BANK",NA,NA,NA
"5481","NEW LONDON","MO",2,NA,"",39.582974,-91.382389,140166,2,2,"RALLS COUNTY STATE BANK, SAINTS AVE BK",NA,NA,NA
"5482","NEW LONDON","NH",1.666666667,NA,"",43.41396,-71.98508,300658,1,2,"NEW LONDON TRUST F.S.B.",NA,NA,NA
"5483","NEW LONDON","WI",1.866666667,62515,"C",44.389499,-88.74935,297063,2,2,"F & M BANK-NEW LONDON, FIRST STATE BANK",NA,NA,NA
"5484","NEW MADISON","OH",1.857142857,NA,"",39.982103,-84.705736,221839,2,2,"THE FARMERS STATE BANK AND TRUST COMPANY, THE FARMERS STATE BANK",NA,NA,NA
"5485","NEW MADRID","MO",2,62542,"C",36.596117,-89.540947,101165,1,2,"BANK OF NEW MADRID",NA,NA,NA
"5486","NEW MARKET","MN",1.833333333,NA,"",44.571056,-93.354267,81846,1,2,"NEW MARKET BANK",NA,NA,NA
"5487","NEW MARTINSVILLE","WV",2.222222222,62623,"C",39.653537,-80.861882,42733,1,3,"DOOLIN SECURITY SAVINGS BANK, FSB",NA,NA,NA
"5488","NEW MARTNSVLE","WV",2,NA,"",0,0,47485,1,2,"FNB OF NEW MARTINSVILLE",NA,NA,NA
"5489","NEW MATAMORAS","OH",2,NA,"",39.523303,-81.064116,64863,1,2,"THE PEOPLES SAVINGS BANK",NA,NA,NA
"5490","NEW MILFORD","CT",2,NA,"",41.5843,-73.40575,1571855,3,2,"NEW MILFORD SAVINGS BANK, NMBT, NEWMIL BANK",NA,NA,NA
"5491","NEW ORLEANS","LA",1.789473684,62677,"U",29.954653,-90.143683,21472205,2,2,"FIFTH DISTRICT SAVINGS BANK, HIBERNIA NATIONAL BANK",3021417061.21,24,"Advantage Capital Community Development Fund, LLC, AMCREF Community Capital, LLC, Bank One, Louisiana, Bizcapital Bidco II, L.L.C., Blueprint Investment Fund, Capital One Community Renewal Fund, LLC, Community Development Capital, Dryades Savings Bank, FSB, Enhanced Community Development, LLC, First Bank & Trust, First National Bank of Commerce, First NBC Community Development Fund, LLC, Gulf Coast Housing Partnership, Inc., Hancock Whitney New Markets Fund, LLC, Hibernia National Bank, Liberty Bank and Trust Company, Liberty Financial Services, Inc., MK La Charitable Healthcare Facilities Fund LLC, National Cities Fund, L.L.C., Neighborhood Housing Services of New Orleans, Inc., NEWCORP, INC., Providence Community Housing, United Bank and Trust Company, Xavier University Employees Federal Credit Union"
"5492","NEW PALTZ","NY",2,NA,"",41.74638,-74.109241,1000,1,2,"INTER-COUNTY SAVINGS BANK",NA,NA,NA
"5493","NEW PORT RICHEY","FL",2,NA,"",28.239369,-82.736882,73000,1,2,"PEOPLES STATE BANK",NA,NA,NA
"5494","NEW PRAGUE","MN",2,62947,"C",44.540138,-93.574353,115619,1,2,"STATE BANK OF NEW PRAGUE",45600,1,"MIDWEST ASSISTANCE PROGRAM REVOLVING LOAN FUND, Inc."
"5495","NEW RICHLAND","MN",2,NA,"",43.89385,-93.49383,91446,1,2,"STATE BANK OF NEW RICHLAND",NA,NA,NA
"5496","NEW RICHMOND","OH",1.75,62964,"C",38.937028,-84.251526,171167,2,1.5,"NEW RICHMOND NATIONAL BANK, RIVERHILLS BANK",NA,NA,NA
